Date,Open,High,Low,Close,SMA_20,SMA_50,Daily_Return,Volatility_20
2025-06-30,2780.0,2790.0,2730.0,2780.0,2677.7165,,0.02583025830258312,0.018195488951454685
2025-07-01,2800.0,2810.0,2760.0,2810.0,2687.048,,0.010791366906474753,0.018197081015423895
2025-07-02,2820.0,2820.0,2730.0,2780.0,2695.343,,-0.010676156583629859,0.018413227189474937
2025-07-03,2780.0,2810.0,2690.0,2710.0,2701.9915,,-0.025179856115107868,0.01911197095541705
2025-07-04,2710.0,2720.0,2620.0,2630.0,2703.7135,,-0.029520295202952074,0.020378088901589705
2025-07-07,2630.0,2700.0,2610.0,2700.0,2708.0085,,0.026615969581748944,0.02114505229950127
2025-07-08,2680.0,2700.0,2640.0,2650.0,2708.8765,,-0.01851851851851849,0.02158058489650154
2025-07-09,2650.0,2680.0,2640.0,2670.0,2707.5,,0.007547169811320753,0.02090365694821986
2025-07-10,2690.0,2710.0,2650.0,2690.0,2702.0,,0.0074906367041198685,0.018987898484225378
2025-07-11,2710.0,2730.0,2690.0,2730.0,2699.5,,0.014869888475836479,0.019299205591519417
2025-07-14,2700.0,2710.0,2640.0,2690.0,2697.0,,-0.0146520146520146,0.01930910892248248
2025-07-15,2690.0,2690.0,2640.0,2640.0,2692.0,,-0.018587360594795488,0.0197145129746097
2025-07-16,2660.0,2680.0,2650.0,2650.0,2686.5,,0.0037878787878788955,0.019645924122348692
2025-07-17,2700.0,2770.0,2660.0,2770.0,2686.5,,0.04528301886792452,0.022287499128464634
2025-07-18,2800.0,2800.0,2750.0,2770.0,2690.5,,0.0,0.021211399419702556
2025-07-21,2800.0,2800.0,2750.0,2800.0,2698.5,,0.010830324909747224,0.02074697774474951
2025-07-22,2800.0,2850.0,2800.0,2850.0,2712.0,,0.017857142857142794,0.02005602196147664
2025-07-23,2870.0,2870.0,2840.0,2850.0,2725.0,,0.0,0.020087976441481935
2025-07-24,2860.0,2870.0,2800.0,2840.0,2736.0,,-0.0035087719298245723,0.020110532602276444
2025-07-25,2810.0,2830.0,2780.0,2820.0,2741.5,2663.8298,-0.007042253521126751,0.01894367761872935
2025-07-28,2870.0,2870.0,2830.0,2860.0,2745.5,2673.3826,0.014184397163120588,0.018347437321068312
2025-07-29,2870.0,2880.0,2840.0,2880.0,2749.0,2682.7792,0.006993006993007089,0.018266535747700464
2025-07-30,2890.0,2890.0,2850.0,2880.0,2754.0,2692.3612,0.0,0.018050118417051838
2025-07-31,2890.0,2930.0,2860.0,2880.0,2762.5,2700.6454000000003,0.0,0.016901860452717576
2025-08-01,2960.0,2990.0,2910.0,2980.0,2780.0,2709.4464000000003,0.03472222222222232,0.016458621374492895
2025-08-04,3000.0,3030.0,2990.0,3030.0,2796.5,2717.7644,0.016778523489932917,0.01596196547671143
2025-08-05,3050.0,3050.0,2990.0,3030.0,2815.5,2727.5654000000004,0.0,0.014977590837900534
2025-08-06,3000.0,3010.0,2960.0,2990.0,2831.5,2736.3810000000003,-0.01320132013201325,0.015629518197532534
2025-08-07,2990.0,2990.0,2930.0,2950.0,2844.5,2743.4698000000003,-0.013377926421404673,0.016196342075215506
2025-08-08,2950.0,2960.0,2930.0,2940.0,2855.0,2752.3978,-0.003389830508474523,0.016110092923348165
2025-08-11,2990.0,3010.0,2970.0,2990.0,2870.0,2760.2866000000004,0.017006802721088343,0.015749439627033457
2025-08-12,3050.0,3200.0,3010.0,3180.0,2897.0,2771.4192,0.0635451505016722,0.019437174436855467
2025-08-13,3220.0,3420.0,3210.0,3360.0,2932.5,2786.3372000000004,0.05660377358490565,0.0220316264955856
2025-08-14,3370.0,3490.0,3370.0,3420.0,2965.0,2803.1966,0.017857142857142794,0.02067340520350813
2025-08-15,3360.0,3410.0,3310.0,3310.0,2992.0,2817.4854000000005,-0.032163742690058506,0.022708062969466078
2025-08-19,3260.0,3330.0,3240.0,3250.0,3014.5,2830.2034000000003,-0.01812688821752262,0.02350672576992731
2025-08-20,3220.0,3290.0,3220.0,3220.0,3033.0,2841.9506,-0.009230769230769265,0.023672713761451056
2025-08-21,3210.0,3270.0,3210.0,3250.0,3053.0,2853.0,0.009316770186335477,0.023632141510252617
2025-08-22,3270.0,3290.0,3220.0,3240.0,3073.0,2861.8,-0.003076923076923088,0.02362237555676266
2025-08-25,3280.0,3350.0,3250.0,3310.0,3097.5,2872.4,0.021604938271605034,0.023602916612776487
2025-08-26,3310.0,3320.0,3230.0,3260.0,3117.5,2882.8,-0.015105740181268867,0.024121725828146857
2025-08-27,3200.0,3250.0,3100.0,3170.0,3132.0,2891.4,-0.027607361963190136,0.025320969567732266
2025-08-28,3160.0,3220.0,3150.0,3180.0,3147.0,2899.8,0.003154574132492094,0.025297292108565794
2025-08-29,3180.0,3210.0,3100.0,3130.0,3159.5,2907.0,-0.01572327044025157,0.025710480921184223
2025-09-01,3080.0,3110.0,2960.0,3110.0,3166.0,2915.4,-0.006389776357827448,0.024792338506797847
2025-09-02,3120.0,3140.0,3050.0,3070.0,3168.0,2924.0,-0.012861736334405127,0.024774984896150758
2025-09-03,3080.0,3170.0,3070.0,3110.0,3172.0,2934.6,0.013029315960912058,0.02491980119056964
2025-09-04,3090.0,3170.0,3090.0,3150.0,3180.0,2945.8,0.012861736334405238,0.024786534338723867
2025-09-08,3300.0,3300.0,3090.0,3090.0,3187.0,2955.2,-0.01904761904761909,0.025013839756988874
2025-09-09,3100.0,3130.0,3000.0,3050.0,3192.5,2962.0,-0.012944983818770184,0.02522488323186208
2025-09-10,3070.0,3180.0,3050.0,3150.0,3200.5,2969.4,0.032786885245901676,0.02595087946123611
2025-09-11,3180.0,3190.0,3070.0,3080.0,3195.5,2974.8,-0.022222222222222254,0.022225085283076602
2025-09-12,3090.0,3110.0,3050.0,3100.0,3182.5,2981.2,0.006493506493506551,0.01771266279337789
2025-09-15,3150.0,3260.0,3130.0,3260.0,3174.5,2992.2,0.05161290322580636,0.021163932003038413
2025-09-16,3300.0,3300.0,3260.0,3300.0,3174.0,3005.6,0.012269938650306678,0.020159320903900487
2025-09-17,3300.0,3340.0,3210.0,3340.0,3178.5,3018.4,0.0121212121212122,0.019857066859351295
2025-09-18,3400.0,3400.0,3230.0,3250.0,3180.0,3030.4,-0.026946107784431184,0.02073890800044488
2025-09-19,3210.0,3300.0,3160.0,3230.0,3179.0,3041.6,-0.006153846153846176,0.020687729159211223
2025-09-22,3300.0,3300.0,3190.0,3220.0,3178.0,3052.2,-0.003095975232198178,0.020687873539981725
2025-09-23,3240.0,3260.0,3130.0,3190.0,3172.0,3061.4,-0.009316770186335366,0.0201276257600327
2025-09-24,3190.0,3190.0,3150.0,3160.0,3167.0,3070.8,-0.009404388714733591,0.019966817262134375
2025-09-25,3160.0,3200.0,3110.0,3120.0,3164.5,3080.4,-0.012658227848101222,0.01919790174283942
2025-09-26,3100.0,3160.0,3090.0,3110.0,3161.0,3089.6,-0.0032051282051281937,0.01918472558226751
2025-09-29,3110.0,3130.0,3050.0,3080.0,3158.5,3095.8,-0.009646302250803873,0.018985347598385712
2025-09-30,3090.0,3140.0,3060.0,3060.0,3156.0,3101.6,-0.00649350649350644,0.018987016300878595
2025-10-01,3060.0,3100.0,3060.0,3060.0,3155.5,3106.8,0.0,0.01876786718737205
2025-10-02,3070.0,3200.0,3060.0,3130.0,3156.5,3112.4,0.02287581699346397,0.019250531621426762
2025-10-03,3110.0,3130.0,3050.0,3070.0,3152.5,3116.8,-0.019169329073482455,0.0194982923761662
2025-10-06,3080.0,3090.0,2960.0,3010.0,3148.5,3120.2,-0.019543973941368087,0.019522629754820452
2025-10-07,3030.0,3050.0,3000.0,3010.0,3146.5,3124.0,0.0,0.019323949187108464
2025-10-08,3030.0,3040.0,2940.0,2990.0,3138.5,3126.6,-0.006644518272425293,0.017693416041888368
2025-10-09,2950.0,3020.0,2950.0,3010.0,3135.0,3129.2,0.006688963210702337,0.01716673103750889
2025-10-10,3030.0,3080.0,3000.0,3040.0,3132.0,3132.4,0.009966777408637828,0.017263935259842784
2025-10-13,3020.0,3070.0,2980.0,3020.0,3120.0,3135.2,-0.006578947368421018,0.012086256788206316
2025-10-14,3050.0,3070.0,2960.0,2960.0,3103.0,3134.8,-0.019867549668874163,0.01198064585317039
2025-10-15,3000.0,3090.0,2950.0,3080.0,3090.0,3135.8,0.04054054054054057,0.015368630435466948
2025-10-16,2970.0,3020.0,2900.0,2950.0,3075.0,3134.2,-0.04220779220779225,0.01687636677235439
2025-10-17,2950.0,2960.0,2850.0,2880.0,3057.5,3132.0,-0.023728813559321993,0.017405553143079188
2025-10-20,2930.0,2970.0,2900.0,2940.0,3043.5,3131.8,0.02083333333333326,0.018380066742766082
2025-10-21,2970.0,3290.0,2970.0,3280.0,3048.0,3138.6,0.11564625850340127,0.032459976304227166
2025-10-22,3220.0,3220.0,3120.0,3150.0,3047.5,3141.8,-0.03963414634146345,0.03369300356317031
2025-10-23,3180.0,3400.0,3170.0,3360.0,3059.5,3145.4,0.06666666666666665,0.036621707473013056
2025-10-24,3370.0,3440.0,3290.0,3290.0,3068.5,3144.0,-0.02083333333333337,0.03702242422976835
2025-10-27,3320.0,3360.0,3280.0,3330.0,3081.0,3142.2,0.012158054711246091,0.03693761935490741
2025-10-28,3330.0,3480.0,3270.0,3400.0,3098.0,3144.0,0.021021021021021102,0.03701759565961769
2025-10-29,3390.0,3390.0,3270.0,3290.0,3109.5,3144.8,-0.032352941176470584,0.037983721452099245
2025-10-30,3290.0,3310.0,3200.0,3250.0,3115.5,3145.4,-0.012158054711246202,0.03788928646110143
2025-10-31,3200.0,3250.0,3150.0,3210.0,3122.5,3144.6,-0.012307692307692353,0.03771302017021604
2025-11-03,3210.0,3380.0,3210.0,3350.0,3139.5,3146.8,0.04361370716510904,0.03837468895615227
2025-11-04,3360.0,3590.0,3360.0,3500.0,3164.0,3150.6,0.04477611940298498,0.03929870908616706
2025-11-05,3600.0,3630.0,3510.0,3540.0,3191.5,3156.2,0.011428571428571344,0.039144957899741796
2025-11-06,3540.0,3550.0,3470.0,3480.0,3215.0,3162.4,-0.016949152542372836,0.039578691366502605
2025-11-07,3460.0,3490.0,3420.0,3470.0,3236.5,3168.2,-0.002873563218390829,0.039649216980298226
2025-11-10,3490.0,3550.0,3440.0,3440.0,3257.5,3174.4,-0.008645533141210415,0.039690125671339054
2025-11-11,3500.0,3530.0,3470.0,3520.0,3285.5,3182.6,0.023255813953488413,0.0393085746190022
2025-11-12,3540.0,3590.0,3510.0,3560.0,3309.5,3192.4,0.011363636363636465,0.03862805187460189
2025-11-13,3570.0,3570.0,3480.0,3500.0,3337.0,3200.2,-0.016853932584269704,0.03728800324220943
2025-11-14,3530.0,3560.0,3510.0,3550.0,3370.5,3208.2,0.014285714285714235,0.0364801254813126
2025-11-17,3570.0,3630.0,3560.0,3610.0,3404.0,3218.6,0.016901408450704203,0.03643560312606577
2025-11-18,3610.0,3630.0,3540.0,3620.0,3421.0,3230.0,0.0027700831024930483,0.026839206195633045
2025-11-19,3620.0,3690.0,3620.0,3650.0,3446.0,3240.0,0.008287292817679592,0.024669714391865542
2025-11-20,3650.0,3660.0,3620.0,3640.0,3460.0,3251.2,-0.002739726027397249,0.020456967383252384
2025-11-21,3590.0,3610.0,3460.0,3500.0,3470.5,3259.2,-0.038461538461538436,0.021920099147447747
2025-11-24,3560.0,3700.0,3540.0,3700.0,3489.0,3268.0,0.05714285714285716,0.02496987098842272
2025-11-25,3690.0,3690.0,3560.0,3650.0,3501.5,3275.0,-0.013513513513513487,0.02503951497485267
2025-11-26,3600.0,3720.0,3600.0,3720.0,3523.0,3282.6,0.019178082191780854,0.023735661164673655
2025-11-27,3700.0,3700.0,3560.0,3570.0,3539.0,3289.0,-0.040322580645161255,0.025654174368698525
2025-11-28,3600.0,3630.0,3500.0,3510.0,3554.0,3294.6,-0.01680672268907568,0.025833182106911504
2025-12-01,3530.0,3650.0,3520.0,3650.0,3569.0,3303.2,0.03988603988603989,0.025550243032322006
2025-12-02,3660.0,3670.0,3560.0,3560.0,3572.0,3310.6,-0.024657534246575352,0.024500347890361873
2025-12-03,3590.0,3650.0,3580.0,3580.0,3574.0,3319.0,0.00561797752808979,0.024406115599703158
2025-12-04,3660.0,3660.0,3580.0,3630.0,3581.5,3329.2,0.013966480446927276,0.024198055086835205
2025-12-05,3630.0,3700.0,3610.0,3700.0,3593.0,3341.0,0.019283746556473913,0.024450336836773414
2025-12-08,3700.0,3700.0,3600.0,3630.0,3602.5,3352.0,-0.018918918918918948,0.024823920597167263
2025-12-09,3650.0,3650.0,3520.0,3570.0,3605.0,3362.2,-0.016528925619834656,0.02470767959163514
2025-12-10,3620.0,3700.0,3590.0,3640.0,3609.0,3373.8,0.019607843137254832,0.02495729689412209
2025-12-11,3670.0,3690.0,3500.0,3570.0,3612.5,3382.6,-0.019230769230769273,0.025054295059828514
2025-12-12,3630.0,3630.0,3500.0,3550.0,3612.5,3392.2,-0.0056022408963585235,0.024905473249205178
2025-12-15,3550.0,3560.0,3460.0,3470.0,3605.5,3401.4,-0.022535211267605604,0.025081857994232515
2025-12-16,3490.0,3550.0,3470.0,3520.0,3600.5,3411.6,0.014409221902017322,0.025324371771684662
2025-12-17,3540.0,3590.0,3490.0,3500.0,3593.0,3421.8,-0.005681818181818232,0.025244440459685713
2025-12-18,3540.0,3580.0,3460.0,3460.0,3584.0,3430.8,-0.011428571428571455,0.025336146217162063
2025-12-19,3520.0,3520.0,3390.0,3410.0,3579.5,3438.2,-0.014450867052023142,0.024066001373111538
2025-12-22,3440.0,3490.0,3420.0,3470.0,3568.0,3447.2,0.017595307917888547,0.02037665590954335
2025-12-23,3470.0,3470.0,3420.0,3470.0,3559.0,3457.4,0.0,0.020233464972470513
2025-12-24,3480.0,3500.0,3440.0,3460.0,3546.0,3465.0,-0.0028818443804035088,0.01959027816857612
2025-12-29,3480.0,3530.0,3460.0,3490.0,3542.0,3475.8,0.00867052023121384,0.017707467655554174
2025-12-30,3490.0,3510.0,3480.0,3480.0,3540.5,3487.8,-0.002865329512893977,0.0173220353944423
2026-01-02,3510.0,3510.0,3450.0,3470.0,3531.5,3498.4,-0.002873563218390829,0.014513845229924383
2026-01-05,3490.0,3590.0,3480.0,3580.0,3532.5,3504.4,0.03170028818443793,0.015413335324681993
2026-01-06,3600.0,3600.0,3490.0,3520.0,3529.5,3511.8,-0.016759776536312887,0.015820891310318216
2026-01-07,3540.0,3550.0,3500.0,3540.0,3525.0,3515.4,0.005681818181818121,0.0155215760485574
2026-01-08,3540.0,3580.0,3520.0,3530.0,3516.5,3520.2,-0.0028248587570621764,0.014758970233580738
2026-01-09,3550.0,3560.0,3450.0,3450.0,3507.5,3522.6,-0.022662889518413554,0.015003297872756626
2026-01-12,3470.0,3530.0,3460.0,3520.0,3505.0,3525.0,0.020289855072463725,0.015435328617839321
2026-01-13,3600.0,3660.0,3550.0,3620.0,3504.0,3531.6,0.02840909090909083,0.016150439253884447
2026-01-14,3690.0,3700.0,3610.0,3650.0,3508.0,3539.6,0.008287292817679592,0.015602397961849798
2026-01-15,3650.0,3680.0,3610.0,3660.0,3513.5,3548.6,0.00273972602739736,0.015521606407205622
2026-01-19,3590.0,3630.0,3490.0,3620.0,3521.0,3554.0,-0.010928961748633892,0.014768861992376897
2026-01-20,3550.0,3680.0,3550.0,3600.0,3525.0,3556.0,-0.0055248618784530246,0.014574406002113478
2026-01-21,3670.0,3700.0,3570.0,3600.0,3530.0,3557.2,0.0,0.01448781810595359
2026-01-22,3670.0,3790.0,3660.0,3740.0,3544.0,3562.4,0.03888888888888897,0.016369679866478016
2026-01-23,3790.0,3800.0,3730.0,3770.0,3562.0,3568.4,0.008021390374331583,0.01579598242781089
2026-01-26,3780.0,3850.0,3750.0,3850.0,3581.0,3576.6,0.021220159151193574,0.015966196603562677
2026-01-27,3850.0,3990.0,3730.0,3940.0,3604.5,3585.0,0.023376623376623273,0.016405147065877188
2026-01-28,3800.0,3800.0,3390.0,3470.0,3605.0,3583.2,-0.11928934010152281,0.03258222625047884
2026-01-29,3420.0,3500.0,3100.0,3450.0,3603.0,3582.2,-0.0057636887608069065,0.03255571731375953
2026-01-30,3550.0,3740.0,3540.0,3600.0,3609.0,3583.2,0.04347826086956519,0.03396317828516681
2026-02-02,3670.0,3700.0,3430.0,3500.0,3610.5,3581.0,-0.02777777777777779,0.03461214939068417
2026-02-03,3540.0,3550.0,3420.0,3450.0,3604.0,3577.6,-0.014285714285714235,0.03398916815200684
2026-02-04,3420.0,3440.0,3260.0,3330.0,3594.5,3571.2,-0.034782608695652195,0.03465383968316255
2026-02-05,3350.0,3360.0,3260.0,3290.0,3582.0,3564.2,-0.012012012012011963,0.03466862668327431
2026-02-06,3310.0,3390.0,3270.0,3380.0,3574.5,3561.8,0.02735562310030404,0.035329795707464175
2026-02-09,3430.0,3430.0,3340.0,3350.0,3569.5,3554.8,-0.00887573964497046,0.035029347895361336
2026-02-10,3380.0,3430.0,3360.0,3400.0,3563.5,3549.8,0.014925373134328401,0.03487910389027411
2026-02-11,3430.0,3530.0,3420.0,3530.0,3559.0,3546.0,0.038235294117647145,0.03538261987885228
2026-02-12,3500.0,3560.0,3470.0,3560.0,3554.5,3545.8,0.008498583569405138,0.03538545572684514
2026-02-13,3540.0,3550.0,3440.0,3450.0,3544.0,3544.6,-0.030898876404494402,0.03601102525911263
2026-02-18,3470.0,3510.0,3460.0,3490.0,3537.5,3541.4,0.011594202898550732,0.03607931616853584
2026-02-19,3500.0,3500.0,3460.0,3480.0,3531.5,3539.8,-0.002865329512893977,0.03606736184417999
2026-02-20,3490.0,3510.0,3430.0,3480.0,3525.5,3537.8,0.0,0.03606736184417999
2026-02-23,3480.0,3550.0,3480.0,3550.0,3516.0,3536.2,0.02011494252873569,0.03520730742429063
2026-02-24,3600.0,3600.0,3510.0,3580.0,3506.5,3533.8,0.008450704225352101,0.035213860607871406
2026-02-25,3580.0,3660.0,3580.0,3600.0,3494.0,3533.2,0.005586592178770999,0.03484367801456758
2026-02-26,3560.0,3650.0,3510.0,3650.0,3479.5,3534.8,0.01388888888888884,0.03453249358478475
2026-02-27,3630.0,3630.0,3530.0,3540.0,3483.0,3532.8,-0.03013698630136985,0.022375499004915807
2026-03-02,3440.0,3490.0,3410.0,3450.0,3483.0,3530.4,-0.025423728813559365,0.023118726666538334
2026-03-03,3520.0,3530.0,3440.0,3450.0,3475.5,3528.4,0.0,0.020764595302823607
2026-03-04,3430.0,3450.0,3110.0,3200.0,3460.5,3523.0,-0.07246376811594202,0.025546776823079393
2026-03-05,3300.0,3350.0,3210.0,3260.0,3451.0,3517.8,0.018750000000000044,0.025922495892670438
2026-03-06,3270.0,3290.0,3180.0,3190.0,3444.0,3511.6,-0.021472392638036797,0.02521126018502511
2026-03-09,3160.0,3160.0,3000.0,3100.0,3434.5,3504.4,-0.028213166144200663,0.025808585458322097
2026-03-10,3120.0,3150.0,2930.0,2960.0,3413.5,3495.4,-0.04516129032258065,0.026457393746342834
2026-03-11,3000.0,3020.0,2930.0,3000.0,3396.0,3486.0,0.013513513513513598,0.026812764945357077
2026-03-12,3020.0,3060.0,2980.0,3020.0,3377.0,3477.0,0.006666666666666599,0.026549558080595274
2026-03-13,3030.0,3050.0,2920.0,2970.0,3349.0,3467.2,-0.01655629139072845,0.02454291666597993
2026-03-16,2970.0,2980.0,2830.0,2960.0,3319.0,3456.6,-0.0033670033670033517,0.024257056796220162
2026-03-17,3050.0,3050.0,2960.0,3050.0,3299.0,3448.0,0.030405405405405483,0.025186362149484394
2026-03-25,3140.0,3300.0,3130.0,3300.0,3289.5,3444.6,0.08196721311475419,0.03179743475857846
2026-03-26,3240.0,3260.0,3130.0,3170.0,3274.0,3436.4,-0.039393939393939426,0.032861935786143937
2026-03-27,3150.0,3160.0,3050.0,3050.0,3252.5,3427.0,-0.03785488958990535,0.03369051499451014
2026-03-30,3050.0,3110.0,3030.0,3040.0,3227.0,3417.0,-0.003278688524590123,0.033136385607819896
2026-03-31,3130.0,3130.0,3040.0,3060.0,3201.0,3407.6,0.006578947368421018,0.03309245677173787
2026-04-01,3150.0,3150.0,3100.0,3150.0,3178.5,3401.6,0.02941176470588225,0.03399715707262528
2026-04-02,3150.0,3160.0,3080.0,3130.0,3152.5,3393.8,-0.006349206349206327,0.03367028337937905
2026-04-06,3200.0,3200.0,3100.0,3160.0,3133.5,3384.6,0.009584664536741228,0.03341159374359286
2026-04-07,3150.0,3160.0,3060.0,3100.0,3116.0,3373.6,-0.01898734177215189,0.033236404135104994
2026-04-08,3150.0,3180.0,3110.0,3160.0,3101.5,3363.6,0.019354838709677358,0.033662898368370484
2026-04-09,3170.0,3190.0,3120.0,3190.0,3101.0,3355.0,0.009493670886076,0.029614959207191236
2026-04-10,3190.0,3220.0,3170.0,3210.0,3098.5,3347.2,0.006269592476489061,0.029334893221572397
2026-04-13,3130.0,3200.0,3130.0,3190.0,3098.5,3339.0,-0.006230529595015577,0.028953305388084962
2026-04-14,3190.0,3200.0,3110.0,3120.0,3099.5,3326.6,-0.021943573667711602,0.028659739010020918
2026-04-15,3120.0,3150.0,3060.0,3090.0,3106.0,3313.0,-0.009615384615384581,0.02670084438469724
2026-04-16,3100.0,3150.0,3100.0,3120.0,3112.0,3298.4,0.009708737864077666,0.026631585478870987
2026-04-17,3120.0,3150.0,3080.0,3100.0,3116.0,3281.6,-0.0064102564102563875,0.026679046636016807
2026-04-20,3130.0,3160.0,3050.0,3100.0,3122.5,3274.2,0.0,0.026339442520019227
2026-04-21,3050.0,3070.0,2980.0,3010.0,3125.0,3265.4,-0.029032258064516148,0.027248178242768303
2026-04-22,3010.0,3030.0,2990.0,3000.0,3122.5,3253.4,-0.0033222591362126463,0.026374165035297367
2026-04-23,3010.0,3020.0,2880.0,2880.0,3101.5,3241.0,-0.040000000000000036,0.019508901293021935
2026-04-24,2880.0,2940.0,2750.0,2810.0,3083.5,3228.2,-0.02430555555555558,0.0184362813667137
2026-04-27,2850.0,2850.0,2810.0,2830.0,3072.5,3218.2,0.007117437722419906,0.01701458180278133
2026-04-28,2790.0,2820.0,2750.0,2820.0,3061.5,3208.8,-0.0035335689045936647,0.017014425683046404
2026-04-29,2820.0,2880.0,2800.0,2870.0,3052.0,3198.6,0.01773049645390068,0.01754050754951433
2026-04-30,2860.0,2870.0,2810.0,2810.0,3035.0,3187.8,-0.020905923344947785,0.016195999378594155
2026-05-04,2840.0,2890.0,2840.0,2890.0,3023.0,3177.6,0.028469750889679624,0.01789044864710073
2026-05-05,2910.0,2940.0,2870.0,2880.0,3009.0,3164.6,-0.0034602076124568004,0.017611338275604033
2026-05-06,2890.0,2910.0,2870.0,2900.0,2999.0,3151.4,0.00694444444444442,0.01744082268352996
2026-05-07,2950.0,2980.0,2920.0,2930.0,2987.5,3141.0,0.010344827586206806,0.016937101984279328
2026-05-08,2930.0,3000.0,2900.0,2960.0,2976.0,3130.4,0.010238907849829282,0.016968294196637992
